checked_utc,ticker,city,side,bracket,observed_high,obs_age_min,market_cents,status
2026-08-19T20:01:55+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,131,97.0,DEAD
2026-08-19T20:01:55+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,190,6.0,NEEDS HEAT
2026-08-19T20:46:13+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,100.4,236,1.0,NEEDS HEAT
2026-08-19T20:46:13+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,102.2,106,3.0,NEEDS HEAT
2026-08-19T20:46:13+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,93.2,106,10.0,NEEDS HEAT
2026-08-19T20:46:13+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,176,18.0,NEEDS HEAT
2026-08-19T20:46:13+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,105.8,61,72.0,NEEDS HEAT
2026-08-19T20:46:13+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,256,1.0,NEEDS HEAT
2026-08-19T20:46:13+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,89.6,21,26.0,DEAD
2026-08-19T20:46:13+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,87.08,53,1.0,OVERSHOOT RISK
2026-08-19T20:46:13+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,176,100.0,DEAD
2026-08-19T20:46:13+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,235,1.0,NEEDS HEAT
2026-08-19T21:27:47+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,102.2,52,1.0,NEEDS HEAT
2026-08-19T21:27:47+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,104.0,47,8.0,NEEDS HEAT
2026-08-19T21:27:47+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,93.2,147,98.0,NEEDS HEAT
2026-08-19T21:27:47+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,217,5.0,NEEDS HEAT
2026-08-19T21:27:47+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,105.8,102,70.0,NEEDS HEAT
2026-08-19T21:27:47+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,297,1.0,NEEDS HEAT
2026-08-19T21:27:47+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,89.6,62,1.0,DEAD
2026-08-19T21:27:47+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,87.08,94,1.0,OVERSHOOT RISK
2026-08-19T21:27:47+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,217,100.0,DEAD
2026-08-19T21:27:47+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,276,1.0,NEEDS HEAT
2026-08-19T21:53:40+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,102.2,78,1.0,NEEDS HEAT
2026-08-19T21:53:40+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,104.0,73,1.0,NEEDS HEAT
2026-08-19T21:53:40+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,93.2,173,100.0,NEEDS HEAT
2026-08-19T21:53:40+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,243,2.0,NEEDS HEAT
2026-08-19T21:53:40+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,105.8,128,70.0,NEEDS HEAT
2026-08-19T21:53:40+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,323,1.0,NEEDS HEAT
2026-08-19T21:53:40+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,89.6,88,1.0,DEAD
2026-08-19T21:53:40+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,89.96,60,1.0,DEAD
2026-08-19T21:53:40+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,243,100.0,DEAD
2026-08-19T21:53:40+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,302,1.0,NEEDS HEAT
2026-08-19T22:27:13+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,104.0,52,1.0,NEEDS HEAT
2026-08-19T22:27:13+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,104.0,107,1.0,NEEDS HEAT
2026-08-19T22:27:13+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,93.2,207,100.0,NEEDS HEAT
2026-08-19T22:27:13+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,277,1.0,NEEDS HEAT
2026-08-19T22:27:13+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,107.6,57,74.0,NEEDS HEAT
2026-08-19T22:27:13+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,357,1.0,NEEDS HEAT
2026-08-19T22:27:13+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,89.6,122,1.0,DEAD
2026-08-19T22:27:13+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,89.96,94,1.0,DEAD
2026-08-19T22:27:13+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,277,100.0,DEAD
2026-08-19T22:27:13+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,336,1.0,NEEDS HEAT
2026-08-19T22:53:42+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,104.0,78,1.0,NEEDS HEAT
2026-08-19T22:53:42+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,104.0,133,1.0,NEEDS HEAT
2026-08-19T22:53:42+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,93.2,233,100.0,NEEDS HEAT
2026-08-19T22:53:42+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,303,1.0,NEEDS HEAT
2026-08-19T22:53:42+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,107.6,83,87.0,NEEDS HEAT
2026-08-19T22:53:42+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,383,1.0,NEEDS HEAT
2026-08-19T22:53:42+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,89.6,148,1.0,DEAD
2026-08-19T22:53:42+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,89.96,120,1.0,DEAD
2026-08-19T22:53:42+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,303,100.0,DEAD
2026-08-19T22:53:42+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,362,1.0,NEEDS HEAT
2026-08-19T23:25:06+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,104.0,110,1.0,NEEDS HEAT
2026-08-19T23:25:06+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,104.0,165,1.0,NEEDS HEAT
2026-08-19T23:25:06+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,93.2,265,100.0,NEEDS HEAT
2026-08-19T23:25:06+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,335,1.0,NEEDS HEAT
2026-08-19T23:25:06+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,107.6,115,90.0,NEEDS HEAT
2026-08-19T23:25:06+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,415,1.0,NEEDS HEAT
2026-08-19T23:25:06+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,89.6,180,1.0,DEAD
2026-08-19T23:25:06+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,89.96,152,1.0,DEAD
2026-08-19T23:25:06+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,335,100.0,DEAD
2026-08-19T23:25:06+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,394,1.0,NEEDS HEAT
2026-08-19T23:48:39+00:00,KXHIGHTOKC-26AUG19-B109.5,Oklahoma City,yes,109° to 110°,104.0,133,1.0,NEEDS HEAT
2026-08-19T23:48:39+00:00,KXHIGHTDAL-26AUG19-B107.5,Dallas,yes,107° to 108°,104.0,188,1.0,NEEDS HEAT
2026-08-19T23:48:39+00:00,KXHIGHTATL-26AUG19-B95.5,Atlanta,yes,95° to 96°,93.2,288,100.0,NEEDS HEAT
2026-08-19T23:48:39+00:00,KXHIGHTDC-26AUG19-B91.5,Washington DC,yes,91° to 92°,89.6,358,1.0,NEEDS HEAT
2026-08-19T23:48:39+00:00,KXHIGHTPHX-26AUG19-B109.5,Phoenix,yes,109° to 110°,107.6,138,87.0,NEEDS HEAT
2026-08-19T23:48:39+00:00,KXHIGHCHI-26AUG19-T81,Chicago,yes,82° or above,78.8,438,1.0,NEEDS HEAT
2026-08-19T23:48:39+00:00,KXHIGHPHIL-26AUG19-B88.5,Philadelphia,yes,88° to 89°,89.6,203,1.0,DEAD
2026-08-19T23:48:39+00:00,KXHIGHDEN-26AUG19-B86.5,Denver,yes,86° to 87°,89.96,175,1.0,DEAD
2026-08-19T23:48:39+00:00,KXHIGHMIA-26AUG19-B95.5,Miami,yes,95° to 96°,96.8,358,100.0,DEAD
2026-08-19T23:48:39+00:00,KXHIGHNY-26AUG19-B87.5,New York City,yes,87° to 88°,84.91,417,1.0,NEEDS HEAT
2026-08-20T15:23:24+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,87.8,48,8.0,NEEDS HEAT
2026-08-20T15:23:24+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,87.8,48,43.0,NEEDS HEAT
2026-08-20T15:23:24+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,84.2,48,49.0,NEEDS HEAT
2026-08-20T15:23:24+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,95.0,358,39.0,NEEDS HEAT
2026-08-20T15:23:24+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,84.2,48,37.0,NEEDS HEAT
2026-08-20T15:23:24+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,87.8,48,59.0,NEEDS HEAT
2026-08-20T15:23:24+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,80.59,83,22.0,NEEDS HEAT
2026-08-20T15:23:24+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,75.2,43,65.0,NEEDS HEAT
2026-08-20T15:23:24+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,yes,93° to 94°,91.4,48,55.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHNY-26AUG20-T85,New York City,yes,86° or above,82.04,106,8.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHTSEA-26AUG20-T86,Seattle,yes,87° or above,66.2,62,23.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,89.6,57,10.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,89.6,57,41.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,87.8,57,59.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,96.8,57,32.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,89.6,57,28.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,89.6,57,56.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,84.2,57,22.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,77.0,57,75.0,NEEDS HEAT
2026-08-20T16:37:57+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,yes,93° to 94°,93.2,57,73.0,OVERSHOOT RISK
2026-08-20T17:12:05+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,no,93° to 94°,93.2,92,4.0,IN DANGER
2026-08-20T17:12:05+00:00,KXHIGHMIA-26AUG20-B95.5,Miami,yes,95° to 96°,93.2,92,11.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHNY-26AUG20-T85,New York City,yes,86° or above,84.02,81,4.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHTSEA-26AUG20-T86,Seattle,yes,87° or above,68.0,47,20.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,91.4,52,3.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,89.6,92,38.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,89.6,52,67.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,98.6,52,32.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,91.4,52,28.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,91.4,62,57.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,84.2,92,25.0,NEEDS HEAT
2026-08-20T17:12:05+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,77.0,92,68.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,no,93° to 94°,93.2,128,15.0,IN DANGER
2026-08-20T17:48:03+00:00,KXHIGHMIA-26AUG20-B95.5,Miami,yes,95° to 96°,93.2,128,16.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHNY-26AUG20-T85,New York City,yes,86° or above,84.02,117,3.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHTSEA-26AUG20-T86,Seattle,yes,87° or above,69.8,48,20.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,93.2,53,12.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,91.4,53,39.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,91.4,53,68.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,98.6,88,36.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,93.2,53,32.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,93.02,56,61.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,84.2,128,59.0,NEEDS HEAT
2026-08-20T17:48:03+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,77.0,128,66.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,no,93° to 94°,93.2,219,0.0,IN DANGER
2026-08-20T19:19:57+00:00,KXHIGHMIA-26AUG20-B95.5,Miami,yes,95° to 96°,93.2,219,1.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHNY-26AUG20-T85,New York City,yes,86° or above,84.02,208,1.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHTSEA-26AUG20-T86,Seattle,yes,87° or above,73.4,44,26.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,95.0,39,9.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,93.2,54,37.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,95.0,39,46.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,105.8,39,17.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,98.6,89,34.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,95.0,59,72.0,NEEDS HEAT
2026-08-20T19:19:57+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,89.6,39,1.0,DEAD
2026-08-20T19:19:57+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,78.8,89,81.0,OVERSHOOT RISK
2026-08-20T19:56:23+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,no,93° to 94°,93.2,256,0.0,IN DANGER
2026-08-20T19:56:23+00:00,KXHIGHMIA-26AUG20-B95.5,Miami,yes,95° to 96°,93.2,256,1.0,NEEDS HEAT
2026-08-20T19:56:23+00:00,KXHIGHNY-26AUG20-T85,New York City,yes,86° or above,84.02,245,1.0,NEEDS HEAT
2026-08-20T19:56:23+00:00,KXHIGHTSEA-26AUG20-T86,Seattle,yes,87° or above,75.2,41,27.0,NEEDS HEAT
2026-08-20T19:56:23+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,96.8,41,22.0,NEEDS HEAT
2026-08-20T19:56:23+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,93.2,91,38.0,NEEDS HEAT
2026-08-20T19:56:23+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,96.8,51,48.0,NEEDS HEAT
2026-08-20T19:56:23+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,105.8,76,28.0,NEEDS HEAT
2026-08-20T19:56:23+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,98.6,126,50.0,NEEDS HEAT
2026-08-20T19:56:23+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,96.8,41,85.0,OVERSHOOT RISK
2026-08-20T19:56:23+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,91.4,51,1.0,DEAD
2026-08-20T19:56:23+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,78.8,126,89.0,OVERSHOOT RISK
2026-08-20T20:35:28+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,no,93° to 94°,93.2,295,0.0,IN DANGER
2026-08-20T20:35:28+00:00,KXHIGHMIA-26AUG20-B95.5,Miami,yes,95° to 96°,93.2,295,1.0,NEEDS HEAT
2026-08-20T20:35:28+00:00,KXHIGHNY-26AUG20-T85,New York City,yes,86° or above,84.02,284,1.0,NEEDS HEAT
2026-08-20T20:35:28+00:00,KXHIGHTSEA-26AUG20-T86,Seattle,yes,87° or above,78.8,45,22.0,NEEDS HEAT
2026-08-20T20:35:28+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,96.8,80,16.0,NEEDS HEAT
2026-08-20T20:35:28+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,93.2,130,21.0,NEEDS HEAT
2026-08-20T20:35:28+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,98.6,60,50.0,NEEDS HEAT
2026-08-20T20:35:28+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,105.8,115,34.0,NEEDS HEAT
2026-08-20T20:35:28+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,102.2,45,35.0,NEEDS HEAT
2026-08-20T20:35:28+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,96.8,80,96.0,OVERSHOOT RISK
2026-08-20T20:35:28+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,91.4,90,1.0,DEAD
2026-08-20T20:35:28+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,78.8,165,86.0,OVERSHOOT RISK
2026-08-20T21:05:02+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,105.8,145,54.0,NEEDS HEAT
2026-08-20T21:05:02+00:00,KXHIGHTLV-26AUG20-B109.5,Las Vegas,no,109° to 110°,105.8,145,47.0,ON TRACK
2026-08-20T21:05:02+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,no,93° to 94°,93.2,325,0.0,IN DANGER
2026-08-20T21:05:02+00:00,KXHIGHMIA-26AUG20-B95.5,Miami,yes,95° to 96°,93.2,325,1.0,NEEDS HEAT
2026-08-20T21:05:02+00:00,KXHIGHNY-26AUG20-T85,New York City,yes,86° or above,84.02,314,1.0,NEEDS HEAT
2026-08-20T21:05:02+00:00,KXHIGHTSEA-26AUG20-T86,Seattle,yes,87° or above,78.8,75,16.0,NEEDS HEAT
2026-08-20T21:05:02+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,96.8,110,6.0,NEEDS HEAT
2026-08-20T21:05:02+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,93.2,160,12.0,NEEDS HEAT
2026-08-20T21:05:02+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,98.6,90,47.0,NEEDS HEAT
2026-08-20T21:05:02+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,102.2,75,53.0,NEEDS HEAT
2026-08-20T21:05:02+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,96.8,110,99.0,OVERSHOOT RISK
2026-08-20T21:05:02+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,91.4,120,1.0,DEAD
2026-08-20T21:05:02+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,78.8,195,91.0,OVERSHOOT RISK
2026-08-20T21:44:45+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,107.6,59,29.0,OVERSHOOT RISK
2026-08-20T21:44:45+00:00,KXHIGHTLV-26AUG20-B109.5,Las Vegas,no,109° to 110°,107.6,59,19.0,ON TRACK
2026-08-20T21:44:45+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,no,93° to 94°,93.2,364,0.0,IN DANGER
2026-08-20T21:44:45+00:00,KXHIGHMIA-26AUG20-B95.5,Miami,yes,95° to 96°,93.2,364,1.0,NEEDS HEAT
2026-08-20T21:44:45+00:00,KXHIGHNY-26AUG20-T85,New York City,yes,86° or above,84.02,353,1.0,NEEDS HEAT
2026-08-20T21:44:45+00:00,KXHIGHTSEA-26AUG20-T86,Seattle,yes,87° or above,80.59,54,16.0,NEEDS HEAT
2026-08-20T21:44:45+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,96.8,149,1.0,NEEDS HEAT
2026-08-20T21:44:45+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,95.0,29,5.0,NEEDS HEAT
2026-08-20T21:44:45+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,100.4,29,97.0,NEEDS HEAT
2026-08-20T21:44:45+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,102.2,114,49.0,NEEDS HEAT
2026-08-20T21:44:45+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,96.8,149,100.0,OVERSHOOT RISK
2026-08-20T21:44:45+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,91.4,159,1.0,DEAD
2026-08-20T21:44:45+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,78.8,234,3.0,OVERSHOOT RISK
2026-08-20T22:10:08+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,107.6,85,64.0,OVERSHOOT RISK
2026-08-20T22:10:08+00:00,KXHIGHTLV-26AUG20-B109.5,Las Vegas,no,109° to 110°,107.6,85,56.0,ON TRACK
2026-08-20T22:10:08+00:00,KXHIGHMIA-26AUG20-B93.5,Miami,no,93° to 94°,93.2,390,0.0,IN DANGER
2026-08-20T22:10:08+00:00,KXHIGHMIA-26AUG20-B95.5,Miami,yes,95° to 96°,93.2,390,1.0,NEEDS HEAT
2026-08-20T22:10:08+00:00,KXHIGHNY-26AUG20-T85,New York City,yes,86° or above,84.02,379,1.0,NEEDS HEAT
2026-08-20T22:10:08+00:00,KXHIGHTSEA-26AUG20-T86,Seattle,yes,87° or above,80.59,80,16.0,NEEDS HEAT
2026-08-20T22:10:08+00:00,KXHIGHTHOU-26AUG20-B100.5,Houston,yes,100° to 101°,96.8,175,1.0,NEEDS HEAT
2026-08-20T22:10:08+00:00,KXHIGHTNOLA-26AUG20-B97.5,New Orleans,yes,97° to 98°,95.0,55,1.0,NEEDS HEAT
2026-08-20T22:10:08+00:00,KXHIGHTSATX-26AUG20-B102.5,San Antonio,yes,102° to 103°,100.4,55,99.0,NEEDS HEAT
2026-08-20T22:10:08+00:00,KXHIGHAUS-26AUG20-B104.5,Austin,yes,104° to 105°,102.2,140,20.0,NEEDS HEAT
2026-08-20T22:10:08+00:00,KXHIGHTATL-26AUG20-B97.5,Atlanta,yes,97° to 98°,96.8,175,100.0,OVERSHOOT RISK
2026-08-20T22:10:08+00:00,KXHIGHTDC-26AUG20-B88.5,Washington DC,yes,88° to 89°,91.4,185,1.0,DEAD
2026-08-20T22:10:08+00:00,KXHIGHCHI-26AUG20-B79.5,Chicago,yes,79° to 80°,78.8,260,6.0,OVERSHOOT RISK
2026-08-20T22:46:05+00:00,KXHIGHTLV-26AUG20-B107.5,Las Vegas,yes,107° to 108°,107.6,121,52.0,OVERSHOOT RISK
2026-08-20T22:46:05+00:00,KXHIGHTLV-26AUG20-B109.5,Las Vegas,no,109° to 110°,107.6,121,41.0,ON TRACK
